timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.749567,-0.790899,1.666322,1,1,1,1,1
-360,3.756054,-0.773134,1.645332,1,1,1,1,1
-320,3.763813,-0.755263,1.625456,1,1,1,1,1
-280,3.771215,-0.73867,1.604643,1,1,1,1,1
-240,3.77945,-0.723432,1.583032,1,1,1,1,1
-200,3.788259,-0.705609,1.562247,1,1,1,1,1
-160,3.796133,-0.68473,1.53907,1,1,1,1,1
-120,3.821005,-0.670155,1.522688,1,1,1,1,1
-80,3.854538,-0.657944,1.507445,1,1,1,1,1
-40,3.89428,-0.647409,1.492447,1,1,1,1,1
0,3.937096,-0.634383,1.473183,1,1,1,1,1
