timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.668172,0.574784,-0.732011,1,1,1,1,1
-360,2.673566,0.576894,-0.751451,1,1,1,1,1
-320,2.669511,0.566025,-0.738147,1,1,1,1,1
-280,2.666993,0.561011,-0.724326,1,1,1,1,1
-240,2.66541,0.556845,-0.711568,1,1,1,1,1
-200,2.664138,0.552905,-0.698595,1,1,1,1,1
-160,2.662217,0.548773,-0.685933,1,1,1,1,1
-120,2.659087,0.545734,-0.676263,1,1,1,1,1
-80,2.656793,0.543999,-0.668411,1,1,1,1,1
-40,2.655713,0.54216,-0.660464,1,1,1,1,1
0,2.654612,0.541069,-0.652106,1,1,1,1,1
