timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.024237,0.478887,-0.129292,1,1,1,1,1
-360,2.033576,0.452317,-0.116339,1,1,1,1,1
-320,2.043041,0.426253,-0.103673,1,1,1,1,1
-280,2.054538,0.404302,-0.08734,1,1,1,1,1
-240,2.066535,0.384901,-0.071566,1,1,1,1,1
-200,2.076788,0.36562,-0.057393,1,1,1,1,1
-160,2.088582,0.346049,-0.044437,1,1,1,1,1
-120,2.097387,0.327114,-0.02919,1,1,1,1,1
-80,2.106395,0.309729,-0.012998,1,1,1,1,1
-40,2.118725,0.293608,0.001562,1,1,1,1,1
0,2.130792,0.2795,0.01656,1,1,1,1,1
