timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.348678,-1.714354,-0.522306,1,1,1,1,1
-360,2.357733,-1.696491,-0.513965,1,1,1,1,1
-320,2.369868,-1.679812,-0.506618,1,1,1,1,1
-280,2.382239,-1.663718,-0.498458,1,1,1,1,1
-240,2.390112,-1.645386,-0.490006,1,1,1,1,1
-200,2.399437,-1.625603,-0.480216,1,1,1,1,1
-160,2.40806,-1.605349,-0.470271,1,1,1,1,1
-120,2.415036,-1.58531,-0.462195,1,1,1,1,1
-80,2.422312,-1.568543,-0.454004,1,1,1,1,1
-40,2.427801,-1.554638,-0.446083,1,1,1,1,1
0,2.433038,-1.542577,-0.439717,1,1,1,1,1
