timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.357247,0.555762,-0.088167,1,1,1,1,1
-360,2.362424,0.550851,-0.086998,1,1,1,1,1
-320,2.36792,0.546768,-0.085675,1,1,1,1,1
-280,2.372969,0.54248,-0.084261,1,1,1,1,1
-240,2.377703,0.538376,-0.08292,1,1,1,1,1
-200,2.382319,0.534773,-0.081529,1,1,1,1,1
-160,2.385756,0.530348,-0.080808,1,1,1,1,1
-120,2.389585,0.526095,-0.080747,1,1,1,1,1
-80,2.39455,0.527909,-0.081167,1,1,1,1,1
-40,2.399323,0.531043,-0.081419,1,1,1,1,1
0,2.404204,0.534895,-0.082679,1,1,1,1,1
