timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.596583,-0.947266,-0.430143,0,1,1,1,1
-360,1.590855,-0.939778,-0.426332,0,1,1,1,1
-320,1.583246,-0.933383,-0.410146,0,1,1,1,1
-280,1.575516,-0.927093,-0.392492,0,1,1,1,1
-240,1.567911,-0.919742,-0.373682,0,1,1,1,1
-200,1.559547,-0.911454,-0.354318,0,1,1,1,1
-160,1.551888,-0.902401,-0.33378,0,1,1,1,1
-120,1.542801,-0.893461,-0.312231,0,1,1,1,1
-80,1.533819,-0.880822,-0.290951,0,1,1,1,1
-40,1.525404,-0.867029,-0.26861,0,1,1,1,1
0,1.518578,-0.850316,-0.246573,0,1,1,1,1
