timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.526563,0.038107,-0.179923,1,1,1,1,1
-360,2.542246,0.016684,-0.175034,1,1,1,1,1
-320,2.557505,-0.004383,-0.167433,1,1,1,1,1
-280,2.574529,-0.02439,-0.161919,1,1,1,1,1
-240,2.591802,-0.044907,-0.158958,1,1,1,1,1
-200,2.606121,-0.066879,-0.155562,1,1,1,1,1
-160,2.620187,-0.089,-0.151797,1,1,1,1,1
-120,2.6375,-0.107869,-0.148749,1,1,1,1,1
-80,2.653881,-0.124887,-0.14227,1,1,1,1,1
-40,2.669505,-0.141782,-0.136654,1,1,1,1,1
0,2.686771,-0.152692,-0.130407,1,1,1,1,1
