timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.17259,0.244648,-0.970683,1,1,1,1,1
-360,4.185356,0.259104,-0.99221,1,1,1,1,1
-320,4.198749,0.275248,-1.012317,1,1,1,1,1
-280,4.194767,0.280302,-1.026808,1,1,1,1,1
-240,4.178303,0.269277,-1.010937,1,1,1,1,1
-200,4.16417,0.259312,-0.994769,1,1,1,1,1
-160,4.149308,0.263257,-0.98115,1,1,1,1,1
-120,4.137778,0.267854,-0.967268,1,1,1,1,1
-80,4.126496,0.273735,-0.955232,1,1,1,1,1
-40,4.116796,0.277428,-0.942352,1,1,1,1,1
0,4.103837,0.284744,-0.928909,1,1,1,1,1
