timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.244018,-1.044367,-0.410747,1,1,1,1,1
-360,3.232328,-1.029442,-0.401124,1,1,1,1,1
-320,3.220063,-1.014648,-0.392187,1,1,1,1,1
-280,3.206928,-1.000796,-0.381339,1,1,1,1,1
-240,3.19306,-0.986288,-0.371751,1,1,1,1,1
-200,3.17994,-0.971279,-0.362451,1,1,1,1,1
-160,3.165101,-0.957361,-0.355416,1,1,1,1,1
-120,3.149372,-0.967164,-0.345549,1,1,1,1,1
-80,3.133147,-0.977007,-0.336434,1,1,1,1,1
-40,3.116916,-0.985568,-0.326191,1,1,1,1,1
0,3.102056,-0.996564,-0.316707,1,1,1,1,1
