timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.926968,0.263283,-0.036349,1,1,1,1,1
-360,0.933379,0.266829,-0.03634,1,1,1,1,1
-320,0.939791,0.27038,-0.036568,1,1,1,1,1
-280,0.946184,0.273871,-0.036364,1,1,1,1,1
-240,0.952453,0.277638,-0.036379,1,1,1,1,1
-200,0.958826,0.280616,-0.036292,1,1,1,1,1
-160,0.965022,0.283838,-0.036736,1,1,1,1,1
-120,0.971151,0.28722,-0.037352,1,1,1,1,1
-80,0.977427,0.290357,-0.038143,1,1,1,1,1
-40,0.983656,0.293694,-0.038922,1,1,1,1,1
0,0.989674,0.296937,-0.038903,1,1,1,1,1
