timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.460904,-0.54428,-0.384063,1,1,1,1,1
-360,1.468532,-0.53572,-0.382341,1,1,1,1,1
-320,1.476944,-0.527918,-0.381236,1,1,1,1,1
-280,1.484728,-0.519378,-0.380097,1,1,1,1,1
-240,1.491601,-0.510028,-0.379059,1,1,1,1,1
-200,1.499013,-0.500994,-0.378817,1,1,1,1,1
-160,1.506657,-0.492363,-0.377259,1,1,1,1,1
-120,1.514263,-0.483827,-0.375951,1,1,1,1,1
-80,1.522598,-0.475561,-0.374714,1,1,1,1,1
-40,1.531277,-0.465854,-0.373176,1,1,1,1,1
0,1.540077,-0.454316,-0.370797,1,1,1,1,1
