timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.090669,1.145243,0.78239,1,1,1,1,1
-360,2.120418,1.125454,0.772345,1,1,1,1,1
-320,2.153019,1.116835,0.769329,1,1,1,1,1
-280,2.185094,1.135038,0.775419,1,1,1,1,1
-240,2.214934,1.158755,0.782234,1,1,1,1,1
-200,2.24773,1.179983,0.788772,1,1,1,1,1
-160,2.286174,1.195791,0.787767,1,1,1,1,1
-120,2.328583,1.19318,0.778815,1,1,1,1,1
-80,2.372282,1.188079,0.771107,1,1,1,1,1
-40,2.415851,1.18118,0.759933,1,1,1,1,1
0,2.45927,1.172919,0.746161,1,1,1,1,1
