timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.626958,1.599376,-0.960314,0,1,1,1,1
-360,3.615747,1.585046,-0.948997,0,1,1,1,1
-320,3.602894,1.571164,-0.938731,0,1,1,1,1
-280,3.593669,1.556095,-0.926992,0,1,1,1,1
-240,3.586755,1.539579,-0.914951,0,1,1,1,1
-200,3.57976,1.522583,-0.903222,0,1,1,1,1
-160,3.574244,1.504965,-0.891552,0,1,1,1,1
-120,3.569316,1.488,-0.878878,0,1,1,1,1
-80,3.563867,1.47107,-0.86706,0,1,1,1,1
-40,3.556216,1.466604,-0.863563,0,1,1,1,1
0,3.555085,1.482534,-0.883645,0,1,1,1,1
