timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.077589,-0.377021,-0.08158,1,1,1,1,1
-360,2.115242,-0.351419,-0.074696,1,1,1,1,1
-320,2.157039,-0.325804,-0.065785,1,1,1,1,1
-280,2.196896,-0.290783,-0.060507,1,1,1,1,1
-240,2.2391,-0.257641,-0.057645,1,1,1,1,1
-200,2.27799,-0.221127,-0.051288,1,1,1,1,1
-160,2.319196,-0.186797,-0.048308,1,1,1,1,1
-120,2.361909,-0.153986,-0.046357,1,1,1,1,1
-80,2.405154,-0.12198,-0.042633,1,1,1,1,1
-40,2.447734,-0.089638,-0.036771,1,1,1,1,1
0,2.491191,-0.058052,-0.034234,1,1,1,1,1
