timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.514124,1.386355,0.422592,1,1,1,1,1
-360,2.536243,1.347719,0.414298,1,1,1,1,1
-320,2.560897,1.310316,0.406417,1,1,1,1,1
-280,2.583114,1.271907,0.398446,1,1,1,1,1
-240,2.603172,1.23352,0.389007,1,1,1,1,1
-200,2.624861,1.195721,0.384208,1,1,1,1,1
-160,2.645394,1.157826,0.380041,1,1,1,1,1
-120,2.66885,1.121989,0.376139,1,1,1,1,1
-80,2.690498,1.085239,0.37159,1,1,1,1,1
-40,2.71709,1.051054,0.367099,1,1,1,1,1
0,2.742586,1.015638,0.36093,1,1,1,1,1
