timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.690546,0.554647,1.128357,0,1,1,1,1
-360,5.702959,0.555412,1.116706,0,1,1,1,1
-320,5.715556,0.553804,1.105492,0,1,1,1,1
-280,5.726403,0.553671,1.093912,0,1,1,1,1
-240,5.730795,0.552404,1.081424,0,1,1,1,1
-200,5.733738,0.548285,1.069342,0,1,1,1,1
-160,5.736954,0.543089,1.057692,0,1,1,1,1
-120,5.738887,0.539267,1.04552,0,1,1,1,1
-80,5.7384,0.534032,1.033051,0,1,1,1,1
-40,5.739019,0.5279,1.018161,0,1,1,1,1
0,5.7397,0.521952,1.000495,0,1,1,1,1
