timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.836426,0.150994,-0.22598,1,1,1,1,1
-360,0.857743,0.148218,-0.215645,1,1,1,1,1
-320,0.878329,0.145492,-0.206846,1,1,1,1,1
-280,0.897729,0.141701,-0.198606,1,1,1,1,1
-240,0.914412,0.138316,-0.191606,1,1,1,1,1
-200,0.926307,0.137671,-0.186391,1,1,1,1,1
-160,0.936767,0.136157,-0.181462,1,1,1,1,1
-120,0.946609,0.13425,-0.176991,1,1,1,1,1
-80,0.955829,0.132475,-0.173406,1,1,1,1,1
-40,0.96392,0.129261,-0.173414,1,1,1,1,1
0,0.971865,0.127098,-0.173732,1,1,1,1,1
