timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.526408,0.114558,-0.118091,0,0,0,0,0
-360,2.540187,0.112703,-0.118276,0,0,0,0,0
-320,2.555036,0.109986,-0.117021,0,0,0,0,0
-280,2.569697,0.102183,-0.113945,0,0,0,0,0
-240,2.584802,0.098782,-0.108898,0,0,0,0,0
-200,2.601342,0.097575,-0.100525,0,0,0,0,0
-160,2.618349,0.097245,-0.09039,0,0,0,0,0
-120,2.634626,0.099657,-0.079005,0,0,0,0,0
-80,2.648076,0.098632,-0.065652,0,0,0,0,0
-40,2.661061,0.093012,-0.05597,0,0,0,0,0
0,2.668018,0.092062,-0.052404,0,0,0,0,0
