timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.303312,0.902037,1.197216,1,1,1,1,1
-360,2.311593,0.893682,1.195412,1,1,1,1,1
-320,2.319529,0.885174,1.193846,1,1,1,1,1
-280,2.327262,0.876575,1.192548,1,1,1,1,1
-240,2.335206,0.868377,1.19062,1,1,1,1,1
-200,2.343364,0.860181,1.189685,1,1,1,1,1
-160,2.351392,0.851841,1.187993,1,1,1,1,1
-120,2.359612,0.843625,1.183533,1,1,1,1,1
-80,2.368276,0.834545,1.177575,1,1,1,1,1
-40,2.376873,0.825693,1.171554,1,1,1,1,1
0,2.384638,0.817427,1.166148,1,1,1,1,1
