timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.894047,0.104995,0.102674,0,1,1,1,1
-360,0.909677,0.108342,0.097714,0,1,1,1,1
-320,0.926754,0.113034,0.097076,0,1,1,1,1
-280,0.916803,0.103254,0.101554,0,1,1,1,1
-240,0.902787,0.080624,0.119577,0,1,1,1,1
-200,0.882812,0.05066,0.138882,0,1,1,1,1
-160,0.85513,0.020343,0.161284,0,1,1,1,1
-120,0.827291,-0.006257,0.185693,0,1,1,1,1
-80,0.800321,-0.037321,0.203769,0,1,1,1,1
-40,0.826916,-0.026582,0.200553,0,1,1,1,1
0,0.855314,-0.007156,0.190249,0,1,1,1,1
