timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.042167,-0.6514,-1.213822,0,1,1,1,1
-360,3.06272,-0.653607,-1.189797,0,1,1,1,1
-320,3.066597,-0.666885,-1.198596,0,1,1,1,1
-280,3.056711,-0.690388,-1.210907,0,1,1,1,1
-240,3.047727,-0.707915,-1.225871,0,1,1,1,1
-200,3.04067,-0.725439,-1.232822,0,1,1,1,1
-160,3.060144,-0.731725,-1.225675,0,1,1,1,1
-120,3.081895,-0.737548,-1.21605,0,1,1,1,1
-80,3.107311,-0.741796,-1.207425,0,1,1,1,1
-40,3.134513,-0.749019,-1.1977,0,1,1,1,1
0,3.163776,-0.755127,-1.185313,0,1,1,1,1
