timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.114397,0.006753,0.590336,1,1,1,1,1
-360,3.131086,0.015433,0.578767,1,1,1,1,1
-320,3.148249,0.024598,0.568859,1,1,1,1,1
-280,3.164351,0.031642,0.555973,1,1,1,1,1
-240,3.180332,0.040928,0.544421,1,1,1,1,1
-200,3.197557,0.050146,0.534687,1,1,1,1,1
-160,3.214004,0.058885,0.523314,1,1,1,1,1
-120,3.229746,0.066667,0.510511,1,1,1,1,1
-80,3.24276,0.0759,0.497171,1,1,1,1,1
-40,3.241134,0.087459,0.48142,1,1,1,1,1
0,3.236698,0.098551,0.466042,1,1,1,1,1
