timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.532037,0.049567,-0.2582,0,1,1,1,1
-360,2.532458,0.046456,-0.25609,0,1,1,1,1
-320,2.532929,0.042992,-0.254611,0,1,1,1,1
-280,2.534476,0.044489,-0.260195,0,1,1,1,1
-240,2.5362,0.045098,-0.272363,0,1,1,1,1
-200,2.541053,0.047008,-0.292714,0,1,1,1,1
-160,2.544668,0.057173,-0.31667,0,1,1,1,1
-120,2.542996,0.038686,-0.314592,0,1,1,1,1
-80,2.540248,0.019475,-0.304228,0,1,1,1,1
-40,2.539298,0.003797,-0.29498,0,1,1,1,1
0,2.536588,-0.008367,-0.288044,0,1,1,1,1
