timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.225365,-0.871969,-0.326467,1,1,1,1,1
-360,4.219316,-0.876852,-0.324031,1,1,1,1,1
-320,4.213967,-0.882141,-0.321103,1,1,1,1,1
-280,4.208613,-0.887682,-0.318444,1,1,1,1,1
-240,4.202609,-0.891596,-0.315454,1,1,1,1,1
-200,4.195333,-0.894136,-0.312871,1,1,1,1,1
-160,4.187579,-0.894502,-0.309825,1,1,1,1,1
-120,4.180188,-0.894644,-0.306426,1,1,1,1,1
-80,4.173264,-0.895097,-0.303111,1,1,1,1,1
-40,4.165738,-0.895835,-0.300043,1,1,1,1,1
0,4.155976,-0.895841,-0.295458,1,1,1,1,1
