timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.033643,0.294587,0.778823,1,1,1,1,1
-360,5.030175,0.277688,0.771051,1,1,1,1,1
-320,5.026699,0.263323,0.759353,1,1,1,1,1
-280,5.023926,0.249924,0.74599,1,1,1,1,1
-240,5.018165,0.23497,0.73635,1,1,1,1,1
-200,5.007279,0.22355,0.727445,1,1,1,1,1
-160,4.993815,0.212206,0.725383,1,1,1,1,1
-120,4.984004,0.204143,0.716471,1,1,1,1,1
-80,4.971614,0.20848,0.70221,1,1,1,1,1
-40,4.957444,0.215022,0.685178,1,1,1,1,1
0,4.942706,0.219842,0.664734,1,1,1,1,1
