timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.303132,-1.035126,-0.319779,1,1,1,1,1
-360,2.31715,-1.026309,-0.319487,1,1,1,1,1
-320,2.321975,-1.008452,-0.314799,1,1,1,1,1
-280,2.326775,-0.986536,-0.302876,1,1,1,1,1
-240,2.329584,-0.963401,-0.291546,1,1,1,1,1
-200,2.332337,-0.939771,-0.281142,1,1,1,1,1
-160,2.332813,-0.915742,-0.271373,1,1,1,1,1
-120,2.335994,-0.891406,-0.262865,1,1,1,1,1
-80,2.342907,-0.869396,-0.256255,1,1,1,1,1
-40,2.358896,-0.856461,-0.25293,1,1,1,1,1
0,2.374622,-0.843501,-0.249519,1,1,1,1,1
