timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.204965,1.821514,1.377215,0,0,0,1,1
-360,5.194875,1.819487,1.356967,0,0,0,1,1
-320,5.194772,1.81294,1.340585,0,0,0,1,1
-280,5.188252,1.806427,1.334517,0,0,0,1,1
-240,5.189685,1.800446,1.325189,0,0,0,1,1
-200,5.187457,1.796715,1.314656,0,0,0,1,1
-160,5.18273,1.793429,1.305369,0,0,0,1,1
-120,5.180348,1.787352,1.295728,0,0,0,1,1
-80,5.173096,1.781828,1.284345,0,0,0,1,1
-40,5.162525,1.784091,1.274694,0,0,0,1,1
0,5.162547,1.785435,1.261742,0,0,0,1,1
