timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.291756,1.260488,0.092801,1,1,1,1,1
-360,4.26797,1.253533,0.118788,1,1,1,1,1
-320,4.240211,1.254757,0.144704,1,1,1,1,1
-280,4.211824,1.24839,0.171006,1,1,1,1,1
-240,4.174866,1.229879,0.175745,1,1,1,1,1
-200,4.136274,1.210784,0.181095,1,1,1,1,1
-160,4.096139,1.189975,0.186533,1,1,1,1,1
-120,4.054034,1.167678,0.18987,1,1,1,1,1
-80,4.009725,1.145217,0.19226,1,1,1,1,1
-40,3.96309,1.123784,0.192338,1,1,1,1,1
0,3.914965,1.1022,0.193101,1,1,1,1,1
