timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.196283,0.258996,0.056067,0,1,1,1,1
-360,2.225784,0.271275,0.062293,0,1,1,1,1
-320,2.256206,0.283723,0.061387,0,1,1,1,1
-280,2.286933,0.29593,0.061775,0,1,1,1,1
-240,2.316756,0.308492,0.054878,0,1,1,1,1
-200,2.344284,0.322145,0.061473,0,1,1,1,1
-160,2.360843,0.306032,0.081302,0,1,1,1,1
-120,2.373098,0.281274,0.086364,0,1,1,1,1
-80,2.385409,0.26006,0.084825,0,1,1,1,1
-40,2.395073,0.240121,0.094833,0,1,1,1,1
0,2.399392,0.218293,0.104102,0,1,1,1,1
