timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.443706,-0.571418,0.460945,1,1,1,1,1
-360,2.483163,-0.573469,0.448844,1,1,1,1,1
-320,2.525677,-0.573475,0.437646,1,1,1,1,1
-280,2.569529,-0.570786,0.421327,1,1,1,1,1
-240,2.616811,-0.570426,0.406593,1,1,1,1,1
-200,2.667159,-0.572113,0.391291,1,1,1,1,1
-160,2.718979,-0.57104,0.376675,1,1,1,1,1
-120,2.771021,-0.573836,0.362968,1,1,1,1,1
-80,2.82361,-0.577943,0.352245,1,1,1,1,1
-40,2.875954,-0.585176,0.342241,1,1,1,1,1
0,2.926874,-0.597668,0.329672,1,1,1,1,1
