timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.902451,-0.994733,0.201933,0,0,0,0,1
-360,1.873275,-0.983542,0.21558,0,0,0,0,1
-320,1.84892,-0.969203,0.237436,0,0,0,0,1
-280,1.825771,-0.953707,0.261722,0,0,0,0,1
-240,1.798687,-0.938795,0.284606,0,0,0,0,1
-200,1.773256,-0.923322,0.310929,0,0,0,0,1
-160,1.749719,-0.903915,0.337882,0,0,0,0,1
-120,1.726111,-0.883763,0.365565,0,0,0,0,1
-80,1.72559,-0.854142,0.392688,0,0,0,0,1
-40,1.731318,-0.825814,0.41904,0,0,0,0,1
0,1.744587,-0.799071,0.433192,0,0,0,0,1
