timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.80807,0.203261,-0.475058,0,1,1,1,1
-360,1.826676,0.210385,-0.463571,0,1,1,1,1
-320,1.847399,0.219488,-0.453623,0,1,1,1,1
-280,1.866596,0.232619,-0.440726,0,1,1,1,1
-240,1.888185,0.246312,-0.42754,0,1,1,1,1
-200,1.912298,0.260812,-0.41473,0,1,1,1,1
-160,1.93687,0.275506,-0.401814,0,1,1,1,1
-120,1.96106,0.28772,-0.389317,0,1,1,1,1
-80,1.983269,0.299533,-0.378712,0,1,1,1,1
-40,2.001658,0.311316,-0.371106,0,1,1,1,1
0,2.018735,0.316997,-0.365537,0,1,1,1,1
