timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.004319,0.207562,-0.56957,1,1,1,1,1
-360,2.009304,0.208784,-0.563683,1,1,1,1,1
-320,2.018817,0.202011,-0.550759,1,1,1,1,1
-280,2.032233,0.194773,-0.533655,1,1,1,1,1
-240,2.04545,0.187549,-0.516129,1,1,1,1,1
-200,2.057591,0.180586,-0.498027,1,1,1,1,1
-160,2.071787,0.172485,-0.477617,1,1,1,1,1
-120,2.086208,0.166595,-0.454102,1,1,1,1,1
-80,2.101158,0.161215,-0.431007,1,1,1,1,1
-40,2.118864,0.156729,-0.409236,1,1,1,1,1
0,2.134092,0.148951,-0.386418,1,1,1,1,1
