timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.653929,1.61476,0.615313,0,1,1,1,1
-360,2.68258,1.601485,0.613356,0,1,1,1,1
-320,2.711089,1.588399,0.613227,0,1,1,1,1
-280,2.738272,1.574534,0.610701,0,1,1,1,1
-240,2.767086,1.565016,0.610759,0,1,1,1,1
-200,2.792283,1.557276,0.608399,0,1,1,1,1
-160,2.811573,1.552556,0.607804,0,1,1,1,1
-120,2.828373,1.547959,0.606149,0,1,1,1,1
-80,2.846304,1.544679,0.603368,0,1,1,1,1
-40,2.865293,1.544506,0.602953,0,1,1,1,1
0,2.884304,1.545748,0.602753,0,1,1,1,1
