timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.891806,0.599933,0.029962,1,1,1,1,1
-360,0.90619,0.604254,0.0298,1,1,1,1,1
-320,0.921275,0.608263,0.029834,1,1,1,1,1
-280,0.936813,0.612964,0.027058,1,1,1,1,1
-240,0.953464,0.61829,0.02463,1,1,1,1,1
-200,0.971464,0.623669,0.023858,1,1,1,1,1
-160,0.990388,0.628637,0.023778,1,1,1,1,1
-120,1.009133,0.636128,0.021663,1,1,1,1,1
-80,1.026509,0.642332,0.017417,1,1,1,1,1
-40,1.045267,0.647215,0.015606,1,1,1,1,1
0,1.065067,0.649657,0.014207,1,1,1,1,1
