timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.43586,0.539178,-0.001032,0,0,1,1,1
-360,1.483831,0.560862,0.009841,0,0,1,1,1
-320,1.536346,0.571475,0.012035,0,0,1,1,1
-280,1.589467,0.579622,0.016316,0,0,1,1,1
-240,1.642341,0.588376,0.021832,0,0,1,1,1
-200,1.695745,0.592482,0.026427,0,0,1,1,1
-160,1.749413,0.59541,0.028968,0,0,1,1,1
-120,1.802901,0.599692,0.034191,0,0,1,1,1
-80,1.856382,0.602542,0.040289,0,0,1,1,1
-40,1.909777,0.606467,0.045372,0,0,1,1,1
0,1.962164,0.615968,0.0536,0,0,1,1,1
