timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.948323,-0.058235,-0.689386,0,0,1,1,1
-360,2.927262,-0.065568,-0.658086,0,0,1,1,1
-320,2.903905,-0.072932,-0.628244,0,0,1,1,1
-280,2.880825,-0.084572,-0.599001,0,0,1,1,1
-240,2.861607,-0.095179,-0.566792,0,0,1,1,1
-200,2.86455,-0.081445,-0.536983,0,0,1,1,1
-160,2.8799,-0.062267,-0.513096,0,0,1,1,1
-120,2.897986,-0.047485,-0.494435,0,0,1,1,1
-80,2.911594,-0.033919,-0.478431,0,0,1,1,1
-40,2.922939,-0.022938,-0.466843,0,0,1,1,1
0,2.914843,-0.028252,-0.448243,0,0,1,1,1
