timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.803655,-0.098952,-0.054446,0,1,1,1,1
-360,1.834554,-0.097289,-0.041001,0,1,1,1,1
-320,1.866464,-0.094035,-0.028862,0,1,1,1,1
-280,1.898183,-0.090637,-0.01503,0,1,1,1,1
-240,1.930895,-0.083408,-0.00345,0,1,1,1,1
-200,1.965396,-0.071733,0.006126,0,1,1,1,1
-160,2.000321,-0.062385,0.018833,0,1,1,1,1
-120,2.036597,-0.053241,0.028989,0,1,1,1,1
-80,2.075123,-0.045655,0.033883,0,1,1,1,1
-40,2.112124,-0.035831,0.04684,0,1,1,1,1
0,2.150231,-0.024156,0.056612,0,1,1,1,1
