timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.150968,0.71894,-0.922541,1,1,1,1,1
-360,5.170467,0.709241,-0.908579,1,1,1,1,1
-320,5.185886,0.696179,-0.892169,1,1,1,1,1
-280,5.202076,0.681185,-0.878206,1,1,1,1,1
-240,5.218498,0.685859,-0.880438,1,1,1,1,1
-200,5.23625,0.699805,-0.897934,1,1,1,1,1
-160,5.247462,0.718792,-0.918635,1,1,1,1,1
-120,5.251723,0.739181,-0.941831,1,1,1,1,1
-80,5.256009,0.758168,-0.965819,1,1,1,1,1
-40,5.262301,0.735693,-0.959136,1,1,1,1,1
0,5.265126,0.714976,-0.938433,1,1,1,1,1
