timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.325295,-0.510644,0.425877,1,1,1,1,1
-360,2.332416,-0.50069,0.421116,1,1,1,1,1
-320,2.339675,-0.491148,0.414845,1,1,1,1,1
-280,2.34759,-0.479818,0.409746,1,1,1,1,1
-240,2.355638,-0.466353,0.404552,1,1,1,1,1
-200,2.366517,-0.452781,0.397537,1,1,1,1,1
-160,2.379305,-0.438602,0.390316,1,1,1,1,1
-120,2.394928,-0.424783,0.382573,1,1,1,1,1
-80,2.40845,-0.408754,0.374985,1,1,1,1,1
-40,2.419999,-0.396802,0.367186,1,1,1,1,1
0,2.428989,-0.384428,0.362249,1,1,1,1,1
