timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.15623,0.096686,0.248184,0,1,1,1,1
-360,1.194196,0.109135,0.246437,0,1,1,1,1
-320,1.228605,0.124415,0.240436,0,1,1,1,1
-280,1.265326,0.134212,0.237449,0,1,1,1,1
-240,1.292188,0.14801,0.229681,0,1,1,1,1
-200,1.313055,0.160394,0.226079,0,1,1,1,1
-160,1.331427,0.175126,0.219421,0,1,1,1,1
-120,1.351322,0.188468,0.214577,0,1,1,1,1
-80,1.37384,0.194677,0.206509,0,1,1,1,1
-40,1.397537,0.203229,0.200756,0,1,1,1,1
0,1.421735,0.212466,0.192258,0,1,1,1,1
