timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.176936,-1.253837,0.237384,1,1,1,1,1
-360,4.187357,-1.245341,0.239037,1,1,1,1,1
-320,4.200475,-1.237205,0.240455,1,1,1,1,1
-280,4.214166,-1.229943,0.241976,1,1,1,1,1
-240,4.22741,-1.221017,0.241963,1,1,1,1,1
-200,4.240978,-1.212187,0.243043,1,1,1,1,1
-160,4.253115,-1.204163,0.24515,1,1,1,1,1
-120,4.264854,-1.196526,0.248234,1,1,1,1,1
-80,4.277268,-1.188766,0.250293,1,1,1,1,1
-40,4.292219,-1.18057,0.253977,1,1,1,1,1
0,4.309414,-1.172037,0.255881,1,1,1,1,1
