timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.963677,-0.322405,0.926452,1,1,1,1,1
-360,2.977698,-0.327822,0.9113,1,1,1,1,1
-320,2.988089,-0.328256,0.890922,1,1,1,1,1
-280,3.002489,-0.330427,0.871536,1,1,1,1,1
-240,3.019704,-0.338899,0.853649,1,1,1,1,1
-200,3.037728,-0.349561,0.834195,1,1,1,1,1
-160,3.055516,-0.3613,0.81486,1,1,1,1,1
-120,3.066724,-0.338714,0.821223,1,1,1,1,1
-80,3.074671,-0.31451,0.824852,1,1,1,1,1
-40,3.080565,-0.292062,0.82801,1,1,1,1,1
0,3.084928,-0.271429,0.831051,1,1,1,1,1
