timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.247945,-0.263994,0.346984,1,1,1,1,1
-360,2.25317,-0.247039,0.336391,1,1,1,1,1
-320,2.258866,-0.230184,0.323935,1,1,1,1,1
-280,2.26398,-0.212424,0.311479,1,1,1,1,1
-240,2.270673,-0.195004,0.299003,1,1,1,1,1
-200,2.278111,-0.177596,0.287213,1,1,1,1,1
-160,2.286642,-0.160992,0.275372,1,1,1,1,1
-120,2.295718,-0.144281,0.264576,1,1,1,1,1
-80,2.304392,-0.128191,0.253412,1,1,1,1,1
-40,2.311668,-0.114391,0.239687,1,1,1,1,1
0,2.319072,-0.099422,0.228393,1,1,1,1,1
