timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.528157,-0.21196,0.986535,1,1,1,1,1
-360,4.537109,-0.186129,0.960055,1,1,1,1,1
-320,4.544137,-0.15853,0.934366,1,1,1,1,1
-280,4.52095,-0.158154,0.908094,1,1,1,1,1
-240,4.502182,-0.160377,0.889766,1,1,1,1,1
-200,4.488401,-0.161716,0.875006,1,1,1,1,1
-160,4.477557,-0.16199,0.861454,1,1,1,1,1
-120,4.468322,-0.163438,0.850363,1,1,1,1,1
-80,4.464544,-0.167824,0.83983,1,1,1,1,1
-40,4.464287,-0.175953,0.828838,1,1,1,1,1
0,4.463297,-0.184454,0.817565,1,1,1,1,1
