timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.013156,0.297602,-1.110074,0,1,1,1,1
-360,3.007121,0.294491,-1.098763,0,1,1,1,1
-320,3.001128,0.291506,-1.088125,0,1,1,1,1
-280,2.995986,0.289247,-1.078365,0,1,1,1,1
-240,2.991082,0.286992,-1.068477,0,1,1,1,1
-200,2.985728,0.285268,-1.058728,0,1,1,1,1
-160,2.980255,0.283738,-1.048965,0,1,1,1,1
-120,2.975001,0.282223,-1.039113,0,1,1,1,1
-80,2.969682,0.280102,-1.029418,0,1,1,1,1
-40,2.964766,0.278143,-1.019505,0,1,1,1,1
0,2.960082,0.275643,-1.009813,0,1,1,1,1
