timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.295144,0.75955,0.653156,0,1,1,1,1
-360,4.274678,0.740396,0.634317,0,1,1,1,1
-320,4.250037,0.730539,0.614745,0,1,1,1,1
-280,4.229545,0.715275,0.597408,0,1,1,1,1
-240,4.24453,0.705466,0.574323,0,1,1,1,1
-200,4.268354,0.706336,0.558216,0,1,1,1,1
-160,4.293195,0.710933,0.551182,0,1,1,1,1
-120,4.31139,0.715363,0.553672,0,1,1,1,1
-80,4.322425,0.719679,0.553604,0,1,1,1,1
-40,4.326573,0.720762,0.553965,0,1,1,1,1
0,4.326242,0.720362,0.552113,0,1,1,1,1
