timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.126509,-0.269574,0.018107,1,1,1,1,1
-360,1.147688,-0.24362,0.01487,1,1,1,1,1
-320,1.171464,-0.220451,0.010877,1,1,1,1,1
-280,1.195991,-0.199059,0.008261,1,1,1,1,1
-240,1.218327,-0.177075,0.006702,1,1,1,1,1
-200,1.236454,-0.155505,0.001171,1,1,1,1,1
-160,1.252803,-0.13676,0.000128,1,1,1,1,1
-120,1.266111,-0.120478,0.004091,1,1,1,1,1
-80,1.277018,-0.109238,0.003359,1,1,1,1,1
-40,1.284558,-0.097324,0.001268,1,1,1,1,1
0,1.292888,-0.085884,0.000507,1,1,1,1,1
