timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.507238,0.526611,0.435038,1,1,1,1,1
-360,2.538084,0.513815,0.431501,1,1,1,1,1
-320,2.566777,0.510177,0.430222,1,1,1,1,1
-280,2.592587,0.512715,0.432901,1,1,1,1,1
-240,2.617757,0.518972,0.432764,1,1,1,1,1
-200,2.643392,0.523775,0.432207,1,1,1,1,1
-160,2.669239,0.527721,0.431449,1,1,1,1,1
-120,2.695058,0.527803,0.431574,1,1,1,1,1
-80,2.716149,0.528897,0.431225,1,1,1,1,1
-40,2.73267,0.529211,0.43081,1,1,1,1,1
0,2.748659,0.528161,0.430479,1,1,1,1,1
