timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.397255,-0.058621,1.198987,1,1,1,1,1
-360,3.403031,-0.060296,1.190154,1,1,1,1,1
-320,3.40914,-0.061721,1.179872,1,1,1,1,1
-280,3.413645,-0.063785,1.166934,1,1,1,1,1
-240,3.419518,-0.071289,1.156368,1,1,1,1,1
-200,3.425773,-0.076139,1.144674,1,1,1,1,1
-160,3.434349,-0.078506,1.132145,1,1,1,1,1
-120,3.431255,-0.080393,1.118245,1,1,1,1,1
-80,3.422621,-0.080825,1.107283,1,1,1,1,1
-40,3.413054,-0.082472,1.097459,1,1,1,1,1
0,3.403911,-0.081164,1.086872,1,1,1,1,1
