timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.976838,0.534876,0.996232,1,1,1,1,1
-360,3.980914,0.536736,0.979785,1,1,1,1,1
-320,3.984311,0.544061,0.965003,1,1,1,1,1
-280,3.991023,0.546359,0.950407,1,1,1,1,1
-240,3.997156,0.547779,0.932769,1,1,1,1,1
-200,3.993589,0.546462,0.917604,1,1,1,1,1
-160,3.983216,0.547478,0.909597,1,1,1,1,1
-120,3.972953,0.546937,0.900844,1,1,1,1,1
-80,3.964829,0.541256,0.890982,1,1,1,1,1
-40,3.956323,0.533885,0.882717,1,1,1,1,1
0,3.95097,0.523219,0.874989,1,1,1,1,1
