timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.524465,-0.460072,-0.344,1,1,1,1,1
-360,2.522739,-0.434665,-0.338564,1,1,1,1,1
-320,2.523247,-0.410489,-0.331867,1,1,1,1,1
-280,2.526284,-0.388634,-0.324623,1,1,1,1,1
-240,2.528881,-0.368212,-0.318585,1,1,1,1,1
-200,2.531876,-0.349071,-0.31295,1,1,1,1,1
-160,2.534624,-0.331614,-0.299094,1,1,1,1,1
-120,2.537385,-0.313998,-0.281825,1,1,1,1,1
-80,2.541246,-0.293961,-0.264239,1,1,1,1,1
-40,2.546084,-0.275072,-0.24538,1,1,1,1,1
0,2.552119,-0.256869,-0.227761,1,1,1,1,1
