timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.942543,-1.169411,0.496801,0,0,0,0,0
-360,2.94421,-1.13609,0.493973,0,0,0,0,0
-320,2.95235,-1.101283,0.491147,0,0,0,0,0
-280,2.934523,-1.102363,0.470747,0,0,0,0,0
-240,2.904457,-1.10325,0.454432,0,0,0,0,0
-200,2.886526,-1.096442,0.427131,0,0,0,0,0
-160,2.867065,-1.08832,0.404848,0,0,0,0,0
-120,2.85173,-1.081342,0.381273,0,0,0,0,0
-80,2.835237,-1.082861,0.359548,0,0,0,0,0
-40,2.814612,-1.093492,0.349658,0,0,0,0,0
0,2.793733,-1.108019,0.338426,0,0,0,0,0
