timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.552729,0.71214,1.048674,1,1,1,1,1
-360,3.552209,0.705209,1.04303,1,1,1,1,1
-320,3.551082,0.69721,1.036607,1,1,1,1,1
-280,3.550137,0.688737,1.030724,1,1,1,1,1
-240,3.548343,0.680423,1.024751,1,1,1,1,1
-200,3.546334,0.672495,1.018449,1,1,1,1,1
-160,3.544752,0.665336,1.012553,1,1,1,1,1
-120,3.543493,0.657905,1.007445,1,1,1,1,1
-80,3.541958,0.649645,1.001026,1,1,1,1,1
-40,3.53977,0.641265,0.993955,1,1,1,1,1
0,3.537882,0.632745,0.987038,1,1,1,1,1
