timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.145458,-1.986278,-0.959542,1,1,1,1,1
-360,2.156689,-1.971144,-0.953348,1,1,1,1,1
-320,2.167511,-1.954416,-0.948047,1,1,1,1,1
-280,2.18023,-1.93941,-0.941421,1,1,1,1,1
-240,2.191663,-1.925542,-0.931936,1,1,1,1,1
-200,2.201462,-1.910046,-0.921569,1,1,1,1,1
-160,2.213377,-1.894589,-0.910954,1,1,1,1,1
-120,2.225562,-1.87816,-0.900285,1,1,1,1,1
-80,2.239168,-1.863245,-0.889522,1,1,1,1,1
-40,2.251775,-1.848546,-0.879612,1,1,1,1,1
0,2.263633,-1.834942,-0.870284,1,1,1,1,1
