timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.606316,-0.122202,-0.836812,1,1,1,1,1
-360,3.604804,-0.11643,-0.826108,1,1,1,1,1
-320,3.602718,-0.118977,-0.820172,1,1,1,1,1
-280,3.600624,-0.123299,-0.815607,1,1,1,1,1
-240,3.599188,-0.126616,-0.812711,1,1,1,1,1
-200,3.598511,-0.128585,-0.811001,1,1,1,1,1
-160,3.598789,-0.129303,-0.810274,1,1,1,1,1
-120,3.598932,-0.129793,-0.809147,1,1,1,1,1
-80,3.602881,-0.126293,-0.806393,1,1,1,1,1
-40,3.611146,-0.120387,-0.800759,1,1,1,1,1
0,3.619853,-0.113377,-0.794274,1,1,1,1,1
