timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.873143,0.553571,-0.318855,1,1,1,1,1
-360,1.899055,0.564054,-0.3112,1,1,1,1,1
-320,1.927542,0.575193,-0.304836,1,1,1,1,1
-280,1.958302,0.58614,-0.296139,1,1,1,1,1
-240,1.99145,0.59761,-0.288354,1,1,1,1,1
-200,2.024882,0.612635,-0.277419,1,1,1,1,1
-160,2.060829,0.62718,-0.2667,1,1,1,1,1
-120,2.099058,0.641024,-0.255811,1,1,1,1,1
-80,2.138912,0.658178,-0.246337,1,1,1,1,1
-40,2.181976,0.673132,-0.23765,1,1,1,1,1
0,2.225544,0.690684,-0.225813,1,1,1,1,1
