timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.971108,-0.348237,0.282119,1,1,1,1,1
-360,2.982154,-0.332268,0.28893,1,1,1,1,1
-320,2.991198,-0.313707,0.296389,1,1,1,1,1
-280,3.006351,-0.294881,0.304647,1,1,1,1,1
-240,3.02198,-0.275799,0.315475,1,1,1,1,1
-200,3.041258,-0.259222,0.32414,1,1,1,1,1
-160,3.056752,-0.240352,0.333404,1,1,1,1,1
-120,3.069284,-0.221539,0.341799,1,1,1,1,1
-80,3.082011,-0.205527,0.348956,1,1,1,1,1
-40,3.093346,-0.190075,0.354991,1,1,1,1,1
0,3.105596,-0.177718,0.362327,1,1,1,1,1
