timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.088206,-0.350841,-0.325442,1,1,1,1,1
-360,2.110309,-0.344419,-0.307058,1,1,1,1,1
-320,2.128429,-0.33948,-0.292681,1,1,1,1,1
-280,2.143098,-0.335542,-0.284036,1,1,1,1,1
-240,2.154551,-0.331446,-0.276087,1,1,1,1,1
-200,2.164683,-0.326276,-0.267005,1,1,1,1,1
-160,2.17588,-0.321452,-0.259298,1,1,1,1,1
-120,2.186452,-0.317064,-0.24997,1,1,1,1,1
-80,2.196689,-0.312906,-0.248972,1,1,1,1,1
-40,2.20708,-0.312358,-0.265447,1,1,1,1,1
0,2.214728,-0.310038,-0.285712,1,1,1,1,1
