timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.041274,-0.669407,-1.117723,1,1,1,1,1
-360,5.029749,-0.669122,-1.112748,1,1,1,1,1
-320,5.018999,-0.668223,-1.108155,1,1,1,1,1
-280,5.008848,-0.667995,-1.10391,1,1,1,1,1
-240,4.996003,-0.666524,-1.098975,1,1,1,1,1
-200,4.979314,-0.66458,-1.090182,1,1,1,1,1
-160,4.958035,-0.661416,-1.079489,1,1,1,1,1
-120,4.935565,-0.660638,-1.067316,1,1,1,1,1
-80,4.912533,-0.658952,-1.056142,1,1,1,1,1
-40,4.889697,-0.65526,-1.045154,1,1,1,1,1
0,4.867054,-0.653525,-1.033933,1,1,1,1,1
