timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.333431,0.203765,0.880655,1,1,1,1,1
-360,4.311253,0.172739,0.848743,1,1,1,1,1
-320,4.287866,0.142136,0.815407,1,1,1,1,1
-280,4.267906,0.110249,0.779744,1,1,1,1,1
-240,4.236082,0.090762,0.741775,1,1,1,1,1
-200,4.200575,0.070729,0.706669,1,1,1,1,1
-160,4.169351,0.044783,0.671593,1,1,1,1,1
-120,4.138006,0.020871,0.634913,1,1,1,1,1
-80,4.107673,-0.004291,0.598332,1,1,1,1,1
-40,4.079059,-0.029106,0.560193,1,1,1,1,1
0,4.060024,-0.05623,0.517955,1,1,1,1,1
