timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.115383,-0.162908,0.118914,0,1,1,1,1
-360,2.134431,-0.17238,0.11778,0,1,1,1,1
-320,2.155601,-0.182712,0.1165,0,1,1,1,1
-280,2.179587,-0.190706,0.116758,0,1,1,1,1
-240,2.205485,-0.198079,0.115874,0,1,1,1,1
-200,2.231453,-0.191428,0.115295,0,1,1,1,1
-160,2.255106,-0.177803,0.114861,0,1,1,1,1
-120,2.2785,-0.164493,0.113254,0,1,1,1,1
-80,2.302807,-0.153384,0.111657,0,1,1,1,1
-40,2.327267,-0.142414,0.112052,0,1,1,1,1
0,2.350462,-0.129788,0.114778,0,1,1,1,1
