timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.420425,1.591214,-0.609341,1,1,1,1,1
-360,2.422996,1.577631,-0.605261,1,1,1,1,1
-320,2.426328,1.561853,-0.600506,1,1,1,1,1
-280,2.428773,1.542514,-0.598772,1,1,1,1,1
-240,2.43505,1.523025,-0.597018,1,1,1,1,1
-200,2.439019,1.505498,-0.592662,1,1,1,1,1
-160,2.439073,1.490814,-0.587054,1,1,1,1,1
-120,2.438893,1.477494,-0.581583,1,1,1,1,1
-80,2.439447,1.463925,-0.576847,1,1,1,1,1
-40,2.44278,1.450993,-0.57183,1,1,1,1,1
0,2.444781,1.437397,-0.567911,1,1,1,1,1
