timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.170068,0.091196,-0.638273,0,1,1,1,1
-360,2.173033,0.097049,-0.680616,0,1,1,1,1
-320,2.17874,0.085336,-0.711178,0,1,1,1,1
-280,2.1926,0.062133,-0.691773,0,1,1,1,1
-240,2.20609,0.048481,-0.678345,0,1,1,1,1
-200,2.21555,0.039165,-0.663451,0,1,1,1,1
-160,2.225008,0.031042,-0.648486,0,1,1,1,1
-120,2.233082,0.023474,-0.633696,0,1,1,1,1
-80,2.236625,0.017619,-0.621392,0,1,1,1,1
-40,2.240378,0.01125,-0.610507,0,1,1,1,1
0,2.242086,0.004679,-0.601055,0,1,1,1,1
